"","Champ","Team","GoldEarned","Kills","Deaths","Assists","Win","totalDamageDealtToChampions","damageDealtToTurrets","visionScore","totalDamageTaken","turretKills","inhibitorKills","totalMinionsKilled","champLevel","wardsPlaced","firstBloodKill","firstBloodAssist","WRgeneral","WRchamp","Duration_secs","Position","Role"
"18795","Graves",200,7081,2,2,7,"False",9121,33,15,12003,0,0,34,11,5,"False","False",0.6667,0.3333,1104,"NONE","DUO_SUPPORT"
"18796","Olaf",200,11762,7,4,1,"True",14990,6949,12,19850,3,0,175,14,5,"False","False",0.5,0.8571,1444,"JUNGLE","NONE"
"18797","Gangplank",100,14440,14,1,5,"True",23678,8817,26,21364,3,0,198,15,12,"False","False",0.3667,0.375,1377,"TOP","SOLO"
"18798","Ekko",100,13570,17,2,6,"True",33750,4812,21,29385,1,1,56,14,5,"False","False",0.5333,0.3333,1547,"JUNGLE","NONE"
"18800","Varus",200,18398,13,3,10,"True",49270,4799,35,21891,1,0,271,18,17,"False","False",0.4667,0.6667,2315,"BOTTOM","DUO_CARRY"
"18801","RekSai",100,11668,10,2,8,"True",17383,2605,35,26952,1,0,23,14,10,"False","False",0.5667,0.6875,1544,"JUNGLE","NONE"
"18802","Leblanc",100,11539,6,7,2,"False",15186,1179,33,24953,1,0,195,15,12,"False","False",0.5333,0.4444,1844,"MIDDLE","SOLO"
"18803","Graves",200,10336,6,5,7,"False",28053,361,26,22255,0,0,18,12,9,"False","False",0.4,0.25,1527,"JUNGLE","NONE"
"18804","Ekko",100,13289,4,4,4,"False",17690,5956,19,27500,2,0,241,16,10,"False","False",0.4667,0,1802,"MIDDLE","SOLO"
"18806","Maokai",100,4238,1,1,4,"True",3343,202,22,4647,0,0,18,7,7,"False","False",0.5,1,928,"NONE","DUO_SUPPORT"
"18807","Karthus",100,2115,0,2,0,"False",466,0,1,2562,0,0,9,4,1,"False","False",0.7,1,613,"NONE","DUO"
"18808","Zoe",100,13779,8,2,20,"True",29392,5219,25,13509,2,0,192,16,12,"False","False",0.5,0.6,1873,"MIDDLE","SOLO"
"18809","Pyke",100,4453,2,8,0,"False",3068,145,25,12013,0,0,16,7,14,"False","False",0.6,0.5333,1034,"NONE","DUO_SUPPORT"
"18810","Ezreal",200,13495,9,4,1,"True",25616,7170,28,18446,2,0,214,15,11,"False","False",0.5,0.75,1747,"BOTTOM","DUO_CARRY"
"18811","Ezreal",200,11663,3,3,12,"False",14051,3235,30,17341,1,0,204,14,10,"False","False",0.5,0.6667,1713,"BOTTOM","DUO_CARRY"
"18812","Velkoz",200,12376,8,2,4,"True",16382,1931,22,9513,0,0,183,15,12,"False","False",0.5667,0.5667,1546,"MIDDLE","SOLO"
"18813","Teemo",200,12096,5,6,4,"True",11030,6014,22,15924,3,2,175,15,8,"False","False",0.5667,0.6111,1757,"TOP","SOLO"
"18814","LeeSin",200,11986,10,9,12,"True",17115,3871,27,29018,2,0,22,14,14,"False","False",0.5667,0.7778,1719,"JUNGLE","NONE"
"18815","Vayne",100,7145,3,4,2,"False",8317,457,17,13954,0,0,144,11,7,"False","False",0.4333,0.3333,1330,"BOTTOM","DUO_CARRY"
"18816","Lulu",100,9824,2,1,26,"True",5275,2950,81,12908,0,0,34,14,47,"False","False",0.4333,0.8,1884,"BOTTOM","DUO_SUPPORT"
"18818","Ezreal",100,13590,7,10,2,"False",27440,2695,27,29923,0,0,243,15,10,"False","False",0.5,0.3333,1793,"BOTTOM","DUO_CARRY"
"18819","Yasuo",100,4981,1,2,0,"False",6491,0,10,7467,0,0,121,10,3,"False","False",0.3333,0.3333,947,"NONE","DUO"
"18820","Cassiopeia",100,15965,11,8,12,"False",37123,3436,18,44586,0,0,215,17,9,"True","False",0.4333,0.3333,2122,"TOP","DUO"
"18821","Kindred",100,13341,4,5,8,"True",15696,4459,35,26697,1,0,48,15,8,"False","False",0.5,0.6,1739,"JUNGLE","NONE"
"18822","Nautilus",200,6589,1,5,14,"False",5011,297,46,12784,0,0,33,10,23,"False","False",0.6333,0,1477,"BOTTOM","DUO_SUPPORT"
"18823","Nidalee",200,14688,14,3,10,"True",23174,5183,27,22782,4,0,37,16,4,"True","False",0.4667,0.375,1762,"JUNGLE","NONE"
"18824","Katarina",100,11759,3,8,7,"False",18425,0,27,29279,0,0,191,16,14,"False","False",0.6,0.6154,2293,"MIDDLE","SOLO"
"18825","Cassiopeia",100,12437,6,3,6,"True",23243,3493,23,19697,1,1,207,15,10,"False","False",0.5333,0.3333,1553,"BOTTOM","DUO_CARRY"
"18826","Lulu",100,5773,0,6,5,"False",3052,179,59,11714,0,0,28,11,22,"False","False",0.5333,0.4444,1704,"BOTTOM","DUO_SUPPORT"
"18827","Karma",100,8930,3,3,22,"False",16035,1429,55,17667,0,0,26,13,29,"False","False",0.6,0.5,1859,"BOTTOM","DUO_SUPPORT"
"18828","Trundle",200,12480,8,0,10,"True",14947,6331,13,33195,4,1,22,15,1,"False","False",0.5333,0.5,1751,"JUNGLE","NONE"
"18829","Zoe",200,6515,7,1,1,"True",6656,4120,6,4008,0,0,82,9,4,"False","False",0.7,0.8571,660,"NONE","DUO_SUPPORT"
"18830","Aatrox",200,9007,3,4,2,"False",9769,1057,18,28960,0,0,191,15,8,"False","False",0.4333,0.5,1503,"TOP","SOLO"
"18831","Thresh",200,8416,4,2,17,"True",5906,2792,66,10183,1,0,29,12,35,"False","False",0.7,0.5,1536,"BOTTOM","DUO_SUPPORT"
"18832","Corki",100,9859,1,7,6,"False",18014,3727,24,18419,1,0,179,14,11,"False","False",0.5333,0,1604,"MIDDLE","DUO_CARRY"
"18833","Sivir",100,13189,2,6,14,"True",23932,5194,46,21317,1,0,245,16,10,"False","False",0.5,1,1868,"BOTTOM","DUO_CARRY"
"18834","Aphelios",100,7051,4,2,3,"True",4783,6737,5,7688,2,1,114,9,4,"True","False",0.6667,0.7143,1065,"NONE","DUO_SUPPORT"
"18835","Syndra",200,13115,5,3,6,"True",14602,4947,24,14937,2,1,235,17,13,"False","False",0.5,0.75,1899,"MIDDLE","SOLO"
"18836","Varus",200,9226,6,5,12,"True",15181,1880,27,9938,0,0,157,13,10,"False","False",0.5667,1,1287,"BOTTOM","SOLO"
"18837","Corki",100,13784,4,5,3,"False",24720,4056,19,16088,2,0,270,16,10,"False","False",0.4333,0,1819,"MIDDLE","SOLO"
"18838","Darius",100,9283,3,5,0,"True",8713,1501,16,16442,0,0,150,14,8,"True","False",0.5667,0.6667,1589,"MIDDLE","DUO"
"18839","Syndra",100,16663,17,4,10,"True",38364,6905,28,15123,1,1,221,16,10,"False","False",0.6,0.5,1791,"MIDDLE","SOLO"
"18840","TwistedFate",200,9552,5,7,6,"True",7568,4914,11,15841,2,0,139,13,6,"False","False",0.5,0.5,1453,"MIDDLE","SOLO"
"18841","Azir",200,2979,1,2,0,"False",1216,0,1,3291,0,0,46,6,3,"False","False",0.4333,0.1111,720,"NONE","DUO_SUPPORT"
"18842","Soraka",200,8572,5,2,12,"True",10779,1320,11,10578,0,0,139,13,7,"False","False",0.4667,1,1254,"MIDDLE","DUO"
"18844","MissFortune",100,7518,2,0,4,"True",8519,6040,15,5014,3,0,151,10,6,"False","False",0.6,0.5,971,"NONE","DUO_SUPPORT"
"18845","Karma",200,10818,3,7,15,"True",11565,597,121,18835,1,1,23,14,61,"False","False",0.6333,0.6667,2735,"BOTTOM","DUO_SUPPORT"
"18846","Ezreal",100,5016,2,3,1,"True",3555,0,5,6405,0,0,95,8,5,"False","False",0.5333,0.6667,916,"NONE","DUO_SUPPORT"
"18848","Karthus",100,15302,8,8,7,"True",38171,356,33,27204,0,0,75,18,10,"False","False",0.5,0.5,2095,"JUNGLE","NONE"
"18849","Kindred",200,15193,15,6,12,"True",34486,3924,46,32704,1,0,35,16,10,"False","False",0.5667,0.8,1894,"JUNGLE","NONE"
"18850","Sivir",200,8776,7,0,1,"True",9665,1991,15,5575,0,0,161,10,3,"False","False",0.5,0.5,1040,"NONE","DUO_SUPPORT"
"18851","Taric",200,11188,3,7,20,"False",7301,1385,89,30017,0,0,44,16,44,"True","False",0.7,0.5,2282,"BOTTOM","DUO_SUPPORT"
"18852","Corki",100,21825,15,6,8,"True",55982,8379,21,29594,4,1,306,18,11,"False","False",0.6,1,2282,"MIDDLE","SOLO"
"18853","Ornn",200,8523,1,6,4,"False",10298,0,16,28556,0,0,150,14,8,"False","False",0.4,0,1799,"TOP","SOLO"
"18854","Yasuo",100,14424,7,2,4,"True",13610,8088,20,23344,4,0,215,16,10,"True","False",0.5333,0.4783,1833,"JUNGLE","NONE"
"18855","TahmKench",100,6996,0,0,10,"True",6627,2881,55,20409,4,0,30,12,26,"False","False",0.5,0.3333,1528,"BOTTOM","DUO_SUPPORT"
"18856","Aphelios",200,15036,6,6,18,"True",30886,8854,28,19116,3,0,240,15,7,"False","False",0.4667,0.4444,1736,"BOTTOM","DUO_CARRY"
"18857","Sett",200,6804,3,7,10,"True",8998,175,52,20387,0,1,34,11,27,"False","False",0.5333,1,1574,"BOTTOM","DUO_SUPPORT"
"18858","Tryndamere",200,9431,2,3,4,"False",4368,0,14,25835,0,0,170,14,6,"False","False",0.5,0.5,1589,"TOP","SOLO"
"18859","LeeSin",100,8956,7,1,7,"True",11135,1568,20,17510,0,0,22,13,9,"False","False",0.5333,0.8571,1128,"NONE","DUO_SUPPORT"
"18860","Kayn",200,9747,6,4,9,"False",12963,454,17,17066,0,0,136,13,7,"False","False",0.5333,0.75,1496,"MIDDLE","SOLO"
"18861","Nidalee",200,8744,2,6,6,"False",13251,0,16,28808,0,0,31,13,3,"False","False",0.3667,0,1692,"JUNGLE","NONE"
"18862","Lulu",100,3238,0,0,1,"False",2204,78,17,3292,0,0,18,7,11,"False","False",0.4,0.6,895,"NONE","DUO_SUPPORT"
"18863","MonkeyKing",100,5520,1,2,3,"False",4957,1104,4,9344,0,0,93,10,2,"False","False",0.5,0,950,"NONE","DUO"
"18865","MissFortune",100,4304,1,2,0,"False",3856,0,4,4523,0,0,88,7,3,"False","False",0.4,0.75,920,"NONE","DUO_SUPPORT"
"18866","Ezreal",100,12928,8,4,10,"False",20982,356,16,20530,0,0,203,15,7,"False","False",0.4,0.4762,1726,"BOTTOM","DUO_CARRY"
"18867","Graves",200,13389,11,4,7,"True",20381,1577,34,23521,2,0,33,15,4,"True","False",0.5333,0.5714,1591,"JUNGLE","NONE"
"18868","Talon",100,15369,12,5,9,"True",34159,5332,13,18301,1,0,256,17,8,"False","False",0.3667,0.6,1773,"MIDDLE","DUO"
"18869","Lucian",100,12849,10,2,6,"True",13421,5255,19,15613,2,1,185,14,10,"False","False",0.4667,0.5,1493,"BOTTOM","DUO_CARRY"
"18870","Graves",200,5042,0,3,2,"False",2304,0,7,7940,0,0,17,9,1,"False","False",0.5667,0.5,954,"NONE","DUO_SUPPORT"
"18871","Nunu",100,8740,1,3,22,"True",9871,1333,16,24234,1,0,33,14,7,"False","False",0.6,0.5862,1480,"JUNGLE","NONE"
"18872","Tryndamere",200,14756,11,3,3,"False",26201,9295,22,28089,3,0,201,15,9,"False","False",0.5333,0.5,1589,"TOP","SOLO"
"18873","Orianna",200,7202,0,5,3,"False",10263,865,7,11940,0,0,161,13,6,"False","False",0.4,0,1423,"MIDDLE","SOLO"
"18874","Zed",100,8762,6,6,4,"False",11401,3566,9,12842,0,0,104,11,3,"False","False",0.6,0.5,1098,"NONE","DUO_SUPPORT"
"18875","Vayne",100,10089,6,3,2,"False",12979,3494,10,12593,2,0,169,12,7,"True","False",0.5,0.6364,1455,"BOTTOM","DUO_CARRY"
"18876","Bard",200,8210,4,8,16,"False",11568,211,87,17203,1,0,36,13,56,"False","False",0.4333,0.5625,1806,"BOTTOM","DUO_SUPPORT"
"18878","Jayce",200,12144,5,8,9,"False",24577,4161,42,23662,1,0,233,16,13,"False","False",0.4333,0,1736,"TOP","DUO"
"18879","Pantheon",100,12188,9,5,9,"True",20711,5975,26,23567,2,0,140,15,9,"False","False",0.4667,0.4,1686,"TOP","SOLO"
"18880","Hecarim",100,10578,4,7,1,"False",9570,4154,19,26584,1,0,176,14,10,"False","False",0.7,0.7241,1603,"TOP","SOLO"
"18881","Rakan",100,8276,5,8,8,"False",9780,367,47,27212,0,0,31,13,27,"False","False",0.5667,0,1911,"BOTTOM","DUO_SUPPORT"
"18882","Evelynn",200,8377,5,5,4,"False",10155,0,21,19527,0,0,4,13,14,"False","False",0.3667,0,1373,"JUNGLE","NONE"
"18883","Aphelios",100,11327,3,4,7,"True",11857,5912,26,13565,1,1,180,14,12,"False","False",0.5,0.3333,1830,"BOTTOM","DUO_CARRY"
"18884","Tryndamere",100,12991,11,8,3,"True",24206,6116,13,36486,1,0,183,15,8,"False","False",0.6667,0,1612,"MIDDLE","DUO"
"18885","Fiora",100,7311,2,2,1,"False",10038,939,9,11936,0,0,159,12,6,"True","False",0.5333,0.4545,1424,"TOP","SOLO"
"18886","Singed",100,12069,9,4,7,"True",21602,6674,11,23410,1,1,165,14,7,"False","False",0.6333,0.6154,1382,"JUNGLE","NONE"
"18887","Ezreal",200,14517,8,8,8,"False",31799,2978,9,24849,1,0,248,16,8,"False","False",0.5,0.75,2014,"BOTTOM","DUO_CARRY"
"18888","Kayn",100,8078,5,6,1,"False",11594,0,10,27524,0,0,32,12,5,"False","False",0.4667,0.4,1493,"JUNGLE","NONE"
"18889","Orianna",200,8011,1,7,8,"False",14981,395,6,17968,0,0,138,13,4,"False","False",0.5667,0.5357,1605,"MIDDLE","SOLO"
"18891","MonkeyKing",100,13072,8,11,10,"False",14001,2834,27,38330,0,0,68,16,4,"True","False",0.5333,0.5385,2133,"JUNGLE","NONE"
"18892","MonkeyKing",100,19919,12,6,6,"True",26874,5067,75,37176,3,0,173,18,38,"False","False",0.5769,1,2978,"BOTTOM","DUO_SUPPORT"
"18893","Corki",100,11042,3,10,6,"False",15645,0,22,23592,0,0,205,15,13,"False","False",0.4667,0,1697,"MIDDLE","SOLO"
"18894","Rengar",100,7948,9,0,3,"True",10433,0,20,12970,0,0,13,11,3,"False","False",0.4333,0.3636,916,"NONE","DUO_SUPPORT"
"18895","Senna",100,9171,9,4,11,"True",14564,4387,20,15701,1,0,10,12,9,"False","False",0.6,0.6667,1384,"BOTTOM","DUO_SUPPORT"
"18896","Nunu",100,10290,4,9,16,"False",12349,367,28,38371,0,0,42,13,11,"False","False",0.5,0,1673,"JUNGLE","NONE"
"18897","RekSai",200,8515,6,5,3,"False",9751,35,26,19858,0,0,7,11,6,"True","False",0.3667,0.5,1505,"JUNGLE","NONE"
"18898","Janna",100,6138,2,3,6,"True",3298,100,37,6990,0,1,15,11,18,"False","False",0.5,0.5,1480,"BOTTOM","DUO_SUPPORT"
"18899","Kayn",200,7530,4,8,4,"False",11826,0,15,24314,0,0,21,11,5,"False","False",0.4667,0,1288,"JUNGLE","NONE"
"18900","Bard",100,6387,2,1,14,"True",7833,428,36,8154,0,0,24,10,15,"False","False",0.5333,0.6,1228,"BOTTOM","DUO_SUPPORT"
"18901","Kaisa",100,20175,13,4,13,"True",39966,7768,52,28638,3,1,286,18,15,"False","False",0.6,0.6667,2494,"BOTTOM","SOLO"
"18902","Cassiopeia",200,9337,3,5,2,"False",15721,1371,30,15893,1,0,172,13,12,"False","False",0.3667,0.3929,1619,"MIDDLE","SOLO"
"18903","Akali",200,14091,14,6,5,"True",30130,3101,21,25745,1,0,172,17,10,"False","False",0.5333,1,1621,"MIDDLE","DUO"
"18904","LeeSin",200,11644,9,4,6,"False",15409,1598,22,26975,0,0,22,14,11,"False","False",0.4667,0.6667,1753,"JUNGLE","NONE"
"18905","Janna",200,8576,1,4,17,"True",8970,3253,38,10641,2,1,10,12,18,"False","False",0.4,0.5385,1357,"BOTTOM","SOLO"
"18906","Lulu",100,7744,1,3,17,"False",4903,500,61,11660,1,0,37,14,31,"False","False",0.6,0.55,1872,"BOTTOM","DUO_SUPPORT"
"18907","Aatrox",200,9933,0,10,4,"False",13512,2595,12,35541,1,0,186,15,7,"False","False",0.5,0.5714,1864,"TOP","SOLO"
"18908","Thresh",100,4290,1,5,3,"False",3007,0,23,8572,0,0,22,9,19,"False","False",0.5667,0.5,1128,"NONE","DUO_SUPPORT"
"18909","Diana",200,8186,6,2,3,"True",7839,3637,13,6587,1,0,140,12,6,"False","False",0.4667,1,956,"NONE","DUO_SUPPORT"
"18910","Fiora",100,9271,7,9,1,"False",17105,3264,6,25851,1,0,143,13,4,"False","False",0.4667,0.5,1289,"TOP","SOLO"
"18911","Talon",100,15422,10,5,1,"False",22890,692,51,27623,0,0,238,17,7,"True","False",0.6667,0.6667,2168,"MIDDLE","DUO"
"18912","Nidalee",100,13164,5,1,9,"True",10197,1463,29,31217,0,0,26,16,5,"False","False",0.4,0.4,1934,"JUNGLE","NONE"
"18913","Caitlyn",200,5702,1,2,0,"True",3462,537,11,4491,0,0,125,10,5,"False","False",0.6,0.6538,1163,"NONE","DUO_SUPPORT"
"18914","Shen",200,10526,5,2,7,"False",15014,1116,23,24382,0,0,211,16,11,"False","False",0.5,0.5263,1763,"TOP","SOLO"
"18915","Nautilus",100,5616,0,9,7,"False",6834,523,49,18695,0,0,34,11,22,"False","False",0.5333,0,1575,"BOTTOM","DUO_SUPPORT"
"18916","Graves",200,15722,12,8,8,"True",29418,2950,41,29252,2,1,71,17,6,"False","False",0.4333,0.25,1989,"JUNGLE","NONE"
"18917","Karma",100,6644,1,4,8,"False",7186,90,52,9270,0,0,20,12,36,"False","False",0.5333,0.5,1766,"BOTTOM","DUO_SUPPORT"
"18918","Zyra",200,7809,2,10,10,"True",16324,324,72,16715,0,0,38,12,25,"False","False",0.4,0.2,1661,"BOTTOM","DUO_SUPPORT"
"18919","LeeSin",100,14369,14,3,8,"True",21364,7972,26,18362,3,0,192,15,17,"False","False",0.4333,0.3333,1360,"TOP","DUO"
"18920","Karthus",200,14024,6,8,13,"False",28033,1933,25,28991,1,0,48,16,6,"False","False",0.5333,0.5714,1920,"JUNGLE","NONE"
"18921","Lulu",100,5990,1,5,8,"False",4100,127,39,12636,0,0,30,11,18,"False","False",0.3667,0.5,1494,"BOTTOM","DUO_SUPPORT"
"18922","Yasuo",200,12878,5,5,14,"True",18815,6018,27,22659,3,0,179,15,11,"False","False",0.4,0.5,2108,"BOTTOM","DUO_CARRY"
"18923","Gragas",100,7925,4,9,2,"False",9162,3013,7,19856,0,0,103,11,4,"False","False",0.7,0.5,1235,"TOP","SOLO"
"18925","LeeSin",100,9095,4,7,6,"True",9609,1651,31,24367,1,0,15,13,19,"False","False",0.5667,0.5833,1639,"JUNGLE","NONE"
"18926","Evelynn",200,5280,2,4,3,"False",6011,0,15,11226,0,0,6,9,6,"False","False",0.6333,0.6957,916,"NONE","DUO_SUPPORT"
"18927","Kassadin",200,8539,2,9,2,"False",6068,1839,15,21274,0,0,160,13,10,"False","False",0.6,0.5,1620,"MIDDLE","SOLO"
"18928","Sett",200,11255,1,6,4,"True",14212,6189,16,24938,2,0,203,15,10,"False","False",0.3333,0.4,1711,"TOP","SOLO"
"18929","Lucian",100,10998,2,2,7,"True",18237,6125,22,16761,2,0,241,15,9,"False","False",0.5,0.25,1566,"MIDDLE","SOLO"
"18930","Karma",100,6282,1,3,13,"True",7713,1511,43,9343,0,0,21,10,22,"False","False",0.6333,1,1247,"BOTTOM","DUO_SUPPORT"
"18931","MissFortune",100,8987,3,1,7,"True",8888,4277,17,6862,1,0,165,11,10,"True","False",0.4667,0.5,1167,"NONE","DUO_SUPPORT"
"18932","Sylas",100,11859,8,4,6,"False",15027,608,30,33398,0,0,35,14,6,"True","False",0.2333,0.125,1672,"JUNGLE","NONE"
"18933","Varus",100,8767,3,12,3,"False",17344,1089,22,17174,1,0,167,12,9,"False","False",0.5333,0.5714,1522,"BOTTOM","DUO_CARRY"
"18934","Hecarim",200,9851,5,8,2,"False",15447,4572,19,25561,0,0,159,13,11,"True","False",0.7333,0.7857,1545,"TOP","DUO"
"18935","Zoe",100,12011,5,4,7,"True",19023,6574,32,15677,2,0,188,15,15,"False","False",0.5,0.1429,1685,"MIDDLE","SOLO"
"18936","MissFortune",200,19746,14,3,10,"True",32931,5768,27,14148,2,0,285,18,10,"False","False",0.4333,0.4,1989,"BOTTOM","SOLO"
"18937","Hecarim",100,10235,2,9,13,"False",14845,0,21,37795,0,0,179,16,11,"False","False",0.7667,0,2069,"TOP","SOLO"
"18938","Ezreal",200,8692,4,4,8,"True",12708,3269,12,9572,1,0,149,12,7,"False","False",0.3,0,1219,"BOTTOM","DUO_CARRY"
"18939","Ezreal",100,9414,5,3,8,"True",13079,4243,9,12580,3,0,178,11,4,"False","False",0.4333,0.4286,1260,"BOTTOM","DUO_CARRY"
"18940","Varus",100,15983,11,4,3,"False",30709,4746,39,22392,2,0,266,16,16,"False","False",0.4,0.4,1960,"BOTTOM","DUO_CARRY"
"18942","Talon",200,13350,8,7,7,"False",20761,4688,17,32030,1,0,199,16,6,"True","False",0.4,0.5333,1847,"MIDDLE","SOLO"
"18945","Kaisa",200,20029,14,10,10,"True",43522,4913,26,40208,2,1,222,18,12,"False","False",0.5333,1,2936,"BOTTOM","DUO_CARRY"
"18946","Jinx",100,13212,11,1,7,"True",24496,9844,31,10340,4,1,186,14,8,"True","False",0.4333,0.5,1541,"BOTTOM","DUO_CARRY"
"18947","TwistedFate",200,15373,7,6,11,"True",21716,10280,40,24258,3,0,229,18,16,"False","False",0.8,1,2010,"MIDDLE","SOLO"
"18949","Kassadin",200,6369,2,3,1,"False",7043,765,10,13443,0,0,137,11,5,"False","False",0.5333,0.625,1109,"NONE","DUO_SUPPORT"
"18950","Ekko",200,15836,12,7,12,"False",43690,2165,37,42644,3,0,64,17,5,"False","False",0.7333,0,2062,"JUNGLE","NONE"
"18951","Morgana",100,6284,2,6,11,"False",11918,0,39,14909,0,0,17,11,17,"False","False",0.7333,0.8,1606,"BOTTOM","DUO_SUPPORT"
"18952","Vayne",100,10133,7,2,3,"False",15694,2070,14,15979,1,0,151,13,6,"False","False",0.5333,0,1445,"BOTTOM","DUO_CARRY"
"18953","Kayn",100,10770,6,2,7,"True",8646,382,23,27822,1,0,21,14,9,"False","False",0.6333,0.75,1503,"JUNGLE","NONE"
"18954","Velkoz",200,14552,13,6,6,"False",29265,1847,21,17238,0,0,200,16,11,"True","False",0.6,0.6,1810,"TOP","DUO"
"18955","Viktor",200,13794,7,9,5,"True",26648,9491,10,26840,4,1,233,16,5,"False","False",0.4333,0.5714,1794,"MIDDLE","SOLO"
"18956","KogMaw",100,10910,3,2,6,"True",15147,5993,15,13687,4,0,175,13,7,"False","False",0.7333,0.8148,1590,"BOTTOM","DUO_CARRY"
"18958","Kindred",100,4007,1,3,1,"False",3046,0,12,7538,0,0,2,7,5,"False","False",0.5333,0.5,895,"NONE","DUO_SUPPORT"
"18959","Vladimir",200,12595,6,2,6,"True",18807,7420,21,18965,2,0,191,16,11,"False","False",0.5333,1,1769,"TOP","SOLO"
"18960","Draven",100,13985,10,4,11,"True",15721,6369,26,12311,2,0,176,13,9,"False","False",0.7,1,1490,"BOTTOM","DUO_CARRY"
"18961","Trundle",200,5706,4,0,7,"True",3989,2946,14,12183,1,1,18,9,5,"False","False",0.4667,0.7143,826,"NONE","DUO_SUPPORT"
"18962","Kayn",200,10035,8,9,4,"False",11611,600,15,25017,1,0,22,12,4,"False","False",0.5333,0.75,1318,"JUNGLE","NONE"
"18963","Ezreal",200,13084,7,7,7,"False",35948,2706,16,24847,1,0,222,14,11,"False","False",0.4333,0.3333,1860,"BOTTOM","DUO_CARRY"
"18964","Katarina",100,802,0,0,0,"False",485,0,1,950,0,0,7,3,1,"False","False",0.6,0.6471,196,"NONE","DUO"
"18965","Ahri",200,9654,4,9,6,"True",17070,1174,30,22618,0,1,146,14,17,"False","False",0.7,1,1759,"MIDDLE","SOLO"
"18966","Graves",200,11233,2,3,1,"False",8290,0,22,18033,0,0,51,15,6,"False","False",0.5,0.5,1939,"JUNGLE","NONE"
"18967","Kalista",100,12291,6,2,10,"True",15361,7060,29,12527,3,1,173,14,12,"False","False",0.5,1,1558,"BOTTOM","DUO_CARRY"
"18968","Kayn",200,7714,1,8,7,"False",8759,328,7,27749,0,0,54,11,7,"False","False",0.2,0,1389,"JUNGLE","NONE"
"18969","Karma",200,6611,3,6,3,"False",9165,109,51,15217,0,0,29,11,26,"False","False",0.4333,0.75,1547,"BOTTOM","DUO_SUPPORT"
"18970","Zoe",100,8141,3,3,7,"True",15476,3715,23,12042,1,0,127,12,11,"False","False",0.6,0.6667,1392,"MIDDLE","SOLO"
"18971","Ekko",200,15494,15,0,11,"True",30499,4414,21,28455,3,0,175,16,10,"True","False",0.4333,0.625,1641,"TOP","DUO"
"18972","Xerath",200,9646,2,6,11,"False",20344,491,18,17048,0,0,163,14,11,"False","False",0.5,0.7143,1702,"BOTTOM","DUO_CARRY"
"18973","Kalista",100,8560,7,0,2,"True",8818,3176,21,4747,0,0,131,10,13,"True","False",0.5667,0.5,915,"NONE","DUO_SUPPORT"
"18974","Ekko",200,10227,11,2,3,"True",12765,467,29,20241,1,0,30,12,11,"False","False",0.5,1,1164,"NONE","DUO_SUPPORT"
"18975","Aphelios",100,11198,8,11,4,"False",18026,1966,10,18774,0,0,153,13,7,"False","False",0.5,0.3333,1580,"BOTTOM","DUO_CARRY"
"18976","Varus",200,14522,7,7,12,"True",29098,5166,41,19596,3,0,234,17,16,"False","False",0.4667,0.6364,2303,"BOTTOM","DUO_CARRY"
"18977","Caitlyn",200,13801,9,6,8,"False",26904,3646,25,17971,2,0,218,14,9,"False","False",0.6333,0.625,2024,"BOTTOM","DUO_CARRY"
"18978","Qiyana",100,13297,7,3,7,"True",20946,672,33,20752,0,0,208,16,7,"True","False",0.3667,0.4444,1942,"MIDDLE","SOLO"
"18980","Rengar",100,10647,6,6,1,"False",13125,0,16,25392,0,0,53,14,7,"True","False",0.5,0.5833,1598,"JUNGLE","NONE"
"18981","Ezreal",100,13399,7,4,6,"True",20801,5641,18,18725,3,0,211,15,7,"False","False",0.7667,0.8889,1847,"MIDDLE","DUO"
"18982","XinZhao",200,15963,11,6,15,"True",25620,2827,43,44371,2,0,28,18,16,"False","False",0.5333,1,2014,"JUNGLE","NONE"
"18984","Ezreal",200,10719,10,3,13,"True",16250,8911,9,8906,3,0,140,12,4,"True","False",0.5333,0.6,1175,"NONE","DUO_SUPPORT"
"18985","Hecarim",200,7054,3,7,2,"False",10985,0,13,22486,0,0,118,11,7,"False","False",0.6,0.6,1384,"TOP","DUO"
"18986","Xerath",100,9008,4,4,7,"False",24150,0,22,13707,0,0,165,14,12,"False","False",0.4333,0,1609,"BOTTOM","DUO_CARRY"
"18987","MonkeyKing",200,12967,0,8,9,"False",21640,5772,16,43762,2,0,240,17,9,"False","False",0.6333,0.5,2042,"TOP","SOLO"
"18988","Draven",100,15207,6,7,7,"False",22141,5862,16,20841,2,0,239,16,7,"False","False",0.4667,0.5,2077,"MIDDLE","DUO"
"18989","Olaf",200,8718,4,0,8,"True",12745,1445,24,17753,1,0,39,13,5,"False","False",0.5667,1,1323,"JUNGLE","NONE"
"18990","Xerath",200,8320,4,3,8,"True",15095,3330,42,8952,1,0,33,12,23,"True","False",0.6,1,1386,"BOTTOM","DUO_SUPPORT"
"18991","Corki",100,18833,16,3,8,"True",57085,6682,28,26907,4,1,238,18,10,"False","False",0.4667,1,2169,"MIDDLE","SOLO"
"18992","Thresh",100,5322,0,9,11,"False",5486,413,45,17402,0,0,20,11,17,"False","False",0.5,0.4,1428,"BOTTOM","DUO_SUPPORT"
"18993","Ezreal",100,12143,5,6,8,"False",28386,5862,21,17808,3,0,202,13,8,"False","False",0.5333,0.625,1751,"BOTTOM","DUO_CARRY"
